pathway_id,pathway_name,pathway_size,overlap,common_genes_in_pathway,p_value
R-HSA-162582,pathway_4580,2431,176,"ACTC1,PDK4,MMP1,EGR3,RAG1,STAM,MAPKAPK3,BTK,AKT3,SIRT6,MMP2,APLNR,TNFSF10,BCL9,LAT,SPTBN4,IGF1,BDNF,BCL2,ECT2,EPSTI1,KISS1R,IAPP,PSEN1,PDE4B,DNMBP,PDE11A,APP,MET,NSMAF,PPID,IGF1R,PPAN,S100A8,ACTB,TGFB1,ABL2,ESYT1,NCF2,NFATC1,HGFAC,ANGPT1,CDH1,DUSP7,SMC3,SAA2,FGF3,MAPKAPK2,TGFA,PDE2A,GAL,AKT2,PIK3CB,ECE1,PDE4C,F2,FOXO1,NCF1,EGF,CASP9,IRS2,SAA1,ADRB1,PIK3CG,MTOR,PF4,PDE7B,PTEN,DLD,INSL3,PPARG,CYLD,GNAS,CCL27,S100A9,CBFB,TAB2,PARP1,SOS1,NET1,SMC1A,SP1,MMP10,NR4A1,CMKLR1,CDKN1A,SPTBN5,AR,MST1,TAB3,PRKAR1A,FOXA1,DLG4,MAPKAP1,PIK3CD,DUSP4,MADD,P2RY12,IRS4,CASR,VEGFC,MRAS,INSR,RICTOR,SCTR,MKNK1,KITLG,AMHR2,PIK3CA,INS,AMH,BCL2L11,PLAT,MYLIP,PGR,DGKK,FASLG,CASP8,BRS3,OS9,TRPC7,CASP3,PMCH,PDE10A,CSF2,PDE6B,NGF,FASN,TNF,TAB1,STAT5A,LEP,MST1R,STAT1,EPAS1,CDK9,CASP2,ANGPTL3,PDE4D,MMP3,NCF4,HGF,LEPR,EPGN,RBCK1,TP53,STAT3,BRAF,MAPKAPK5,TGFBR1,CCL2,CDC73,DUSP1,INSL5,CXCL9,F2R,PGF,PPBP,NDUFS3,MLST8,OXTR,TLR9,MLNR,ERLEC1,DUSP10,ACTG1,RPTOR,CDH5,F3,CCND1,CALCRL,TEC,AKT1,ESRP2,SOX9,CASP10",5.5458616586256345e-09
path:hsa05160,pathway_276,157,27,"STAT1,CDKN1A,LDLR,TBK1,AKT3,TLR3,TP53,STAT3,BRAF,PIK3CD,AKT2,PIK3CB,APAF1,EGF,CASP9,STAT2,PIK3CA,FASLG,IRF3,CASP8,IFNA1,CASP3,CCND1,BAX,SOS1,TNF,AKT1",6.2628277843946894e-09
WP4216,pathway_1383,73,18,"AKT3,TGFB3,TP53,BCL2,CASP3,CDKN1A,CASP9,CCND1,TGFB1,BRAF,AKT2,BAX,TBK1,TGFBR1,BCL2L11,POLK,AKT1,TGFB2",6.277717105796693e-09
SMP00288,pathway_268,20,10,"F5,F3,F12,F9,F10,F2,F8,PLAT,F11,F7",6.869683632649547e-09
SMP00269,pathway_477,20,10,"F5,F3,F12,F9,F10,F2,F8,PLAT,F11,F7",6.869683632649547e-09
SMP00268,pathway_476,20,10,"F5,F3,F12,F9,F10,F2,F8,PLAT,F11,F7",6.869683632649547e-09
SMP00283,pathway_376,20,10,"F5,F3,F12,F9,F10,F2,F8,PLAT,F11,F7",6.869683632649547e-09
SMP00270,pathway_787,20,10,"F5,F3,F12,F9,F10,F2,F8,PLAT,F11,F7",6.869683632649547e-09
SMP00285,pathway_374,20,10,"F5,F3,F12,F9,F10,F2,F8,PLAT,F11,F7",6.869683632649547e-09
SMP00280,pathway_377,20,10,"F5,F3,F12,F9,F10,F2,F8,PLAT,F11,F7",6.869683632649547e-09
SMP00277,pathway_780,20,10,"F5,F3,F12,F9,F10,F2,F8,PLAT,F11,F7",6.869683632649547e-09
SMP00586,pathway_678,20,10,"F5,F3,F12,F9,F10,F2,F8,PLAT,F11,F7",6.869683632649547e-09
SMP00281,pathway_378,20,10,"F5,F3,F12,F9,F10,F2,F8,PLAT,F11,F7",6.869683632649547e-09
WP2507,pathway_1059,20,10,"BCL2,CASP3,CASP9,BAX,AIFM1,CASP7,FASLG,APAF1,CASP6,CASP8",6.869683632649547e-09
SMP00278,pathway_930,20,10,"F5,F3,F12,F9,F10,F2,F8,PLAT,F11,F7",6.869683632649547e-09
SMP00655,pathway_385,20,10,"F5,F3,F12,F9,F10,F2,F8,PLAT,F11,F7",6.869683632649547e-09
SMP00271,pathway_786,20,10,"F5,F3,F12,F9,F10,F2,F8,PLAT,F11,F7",6.869683632649547e-09
SMP00284,pathway_373,20,10,"F5,F3,F12,F9,F10,F2,F8,PLAT,F11,F7",6.869683632649547e-09
SMP00287,pathway_372,20,10,"F5,F3,F12,F9,F10,F2,F8,PLAT,F11,F7",6.869683632649547e-09
SMP00656,pathway_388,20,10,"F5,F3,F12,F9,F10,F2,F8,PLAT,F11,F7",6.869683632649547e-09
SMP00279,pathway_794,20,10,"F5,F3,F12,F9,F10,F2,F8,PLAT,F11,F7",6.869683632649547e-09
SMP00286,pathway_371,20,10,"F5,F3,F12,F9,F10,F2,F8,PLAT,F11,F7",6.869683632649547e-09
SMP00276,pathway_781,20,10,"F5,F3,F12,F9,F10,F2,F8,PLAT,F11,F7",6.869683632649547e-09
SMP00282,pathway_375,20,10,"F5,F3,F12,F9,F10,F2,F8,PLAT,F11,F7",6.869683632649547e-09
WP382,pathway_1291,246,35,"NR4A1,RRAS,NFATC1,MAPKAPK3,DUSP7,MAP3K1,FGF3,TGFB2,AKT3,MAPKAPK2,TP53,TGFB3,MAPT,MAPKAPK5,BRAF,AKT2,DUSP4,TGFBR1,DUSP1,NFATC3,BDNF,MRAS,EGF,MKNK1,FASLG,DUSP10,MKNK2,CASP3,TAB2,NGF,SOS1,TGFB1,TNF,AKT1,TAB1",6.974079232515425e-09
R-HSA-140877,pathway_3040,37,13,"F2R,F7,F5,F3,F12,F9,F10,F2,F8,PROS1,F11,TFPI,PROC",7.372056369133066e-09
R-HSA-168898,pathway_4137,130,24,"TLR2,MAPKAPK3,TBK1,DUSP7,TLR10,BTK,MAP3K1,TAB3,CNPY3,MAPKAPK2,TLR3,TLR8,DUSP4,TLR4,TLR7,TLR9,TLR1,IRF3,CASP8,PELI1,S100A8,S100A9,TAB2,TAB1",1.0298711332508482e-08
WP4186,pathway_1376,6,6,"PTEN,IGF1R,SIRT1,AKT1,MTOR,FOXO1",1.1517104123873898e-08
path:hsa05220,pathway_14,76,18,"AKT3,TP53,TGFB3,CDKN1A,CCND1,TGFB1,BRAF,PIK3CD,AKT2,BAX,PIK3CB,PIK3CA,TGFBR1,SOS1,POLK,STAT5A,AKT1,TGFB2",1.2493041503828714e-08
SMP00275,pathway_782,21,10,"F5,F3,F12,F9,F10,F2,F8,PLAT,F11,F7",1.2554332093880797e-08
SMP00273,pathway_784,21,10,"F5,F3,F12,F9,F10,F2,F8,PLAT,F11,F7",1.2554332093880797e-08
SMP00274,pathway_783,21,10,"F5,F3,F12,F9,F10,F2,F8,PLAT,F11,F7",1.2554332093880797e-08
SMP00272,pathway_785,21,10,"F5,F3,F12,F9,F10,F2,F8,PLAT,F11,F7",1.2554332093880797e-08
path:hsa04668,pathway_140,112,22,"CASP7,MMP3,TAB3,AKT3,PIK3CD,AKT2,PIK3CB,CCL2,BCL3,VEGFC,IL6,PIK3CA,LTA,CASP8,LIF,CASP3,CSF2,TAB2,TNF,AKT1,TAB1,CASP10",1.2900351457823896e-08
path:hsa05166,pathway_143,219,32,"TSPO,CDKN1A,NFATC1,HLA-DRB5,MAP3K1,TGFB2,AKT3,TP53,TGFB3,PTTG2,PIK3CD,AKT2,PIK3CB,CD4,POLB,CDC26,TGFBR1,HLA-DRB1,NFATC3,IL6,PIK3CA,LTA,PTEN,NFATC2,CCND1,NFATC4,BAX,CSF2,TGFB1,TNF,AKT1,STAT5A",1.6038421389701932e-08
path:hsa05211,pathway_118,69,17,"AKT3,TGFB3,EPAS1,CDKN1A,FH,BRAF,TGFA,PIK3CD,AKT2,PIK3CB,PIK3CA,SOS1,TGFB1,AKT1,MET,HGF,TGFB2",1.6741529845121744e-08
WP4018,pathway_1355,86,19,"CDH13,TGFB1,PHGDH,LDHD,TGFB2,TGFB3,STAT3,LDHC,ME1,PFKL,MLST8,PFKM,MTOR,PTEN,RPTOR,GAPDH,GPI,FASN,AKT1",1.687039396316195e-08
R-HSA-5674400,pathway_2021,27,11,"AKT3,NR4A1,CDKN1A,MLST8,CASP9,RICTOR,MAPKAP1,AKT2,AKT1,MTOR,FOXO1",1.7502815321552237e-08
WP3935,pathway_1339,17,9,"INSR,IRS2,STAT3,PIK3CG,IRS4,INS,AKT1,LEP,LEPR",2.0960527213320003e-08
path:hsa04917,pathway_265,70,17,"AKT3,CISH,GALT,STAT1,STAT3,CCND1,PIK3CD,SOCS4,AKT2,TNFSF11,PIK3CB,PIK3CA,INS,SOCS7,SOS1,AKT1,STAT5A",2.1139011501365106e-08
WP5046,pathway_1594,22,10,"SIRT2,TP53,G6PD,MDH2,CCL27,SIRT5,SIRT1,IL6,SIRT3,PARP1",2.2032926967673258e-08
R-HSA-109582,pathway_4174,677,66,"MMP1,F5,ANGPT1,PLAU,SERPINA3,ATP2B1,SIRPG,NFE2,HGF,ATP2B2,TGFB2,PROC,SELPLG,TP53,TGFB3,PRKAR1A,F12,F10,PDE2A,CXADR,P2RY12,ECM1,PIK3CB,ESAM,LAT,F7,F2,IGF1,F2R,PPBP,VEGFC,MIF,EGF,OLR1,ANGPT4,PIK3CG,PIK3CA,APLP2,PLAT,F11,EPCAM,ATP2B3,DGKK,APP,PDE11A,ANGPT2,PPIA,PF4,IFNA1,TRPC7,AKT1,F3,F9,PDE10A,GNAS,SCG3,PSG1,PROS1,STIM1,GUCY1A2,ATP2B4,SOS1,TGFB1,TFPI,F8,LCP2",2.7349559087205898e-08
path:hsa05225,pathway_182,168,27,"CDKN1A,HGF,TGFB2,AKT3,TGFB3,TP53,BRAF,TGFA,PIK3CD,AKT2,PIK3CB,TGFBR1,POLK,ACTL6A,PIK3CA,MTOR,MET,ACTG1,NFE2L2,PTEN,IGF1R,CCND1,BAX,ACTB,SOS1,TGFB1,AKT1",2.783352790068294e-08
path:hsa05235,pathway_52,89,19,"STAT1,TLR2,NFATC1,AKT3,STAT3,PIK3CD,AKT2,PIK3CB,CD4,TLR4,LAT,NFATC3,EGF,TLR9,PIK3CA,MTOR,PTEN,NFATC2,AKT1",3.0565514671082996e-08
intrinsicpathway,pathway_3884,23,10,"F2R,F5,F12,F9,F10,F2,F8,PROS1,F11,PROC",3.7316487470688606e-08
caspasepathway,pathway_3976,23,10,"CASP3,CASP4,CASP9,CASP2,CASP7,PARP1,APAF1,CASP6,CASP8,CASP10",3.7316487470688606e-08
irespathway,pathway_4149,18,9,"CASP5,CASP3,CASP4,CASP9,CASP2,CASP7,CASP6,CASP8,CASP10",4.0145411793872625e-08
path:hsa05205,pathway_263,205,30,"CDKN1A,TLR2,RRAS,PLAU,HGF,TGFB2,AKT3,TP53,STAT3,MMP2,BRAF,PIK3CD,AKT2,PIK3CB,TLR4,IGF1,MRAS,PIK3CA,FASLG,MTOR,MET,ACTG1,IGF1R,CASP3,CCND1,ACTB,SOS1,TGFB1,TNF,AKT1",4.327048290465555e-08
,pathway_3703,82,18,"AKT3,PTEN,RPTOR,INSR,IRS2,MLST8,RICTOR,PIK3CD,AKT2,MAPKAP1,PIK3CB,IRS4,PIK3CA,SOS1,INS,AKT1,MTOR,FOXO1",4.4523759782279166e-08
WP3850,pathway_1297,36,12,"IGF1,PTEN,RPTOR,IGF1R,MLST8,TNFSF9,RICTOR,MAPKAP1,PIK3CG,MTOR,PPARGC1A,AKT1",5.534033496850943e-08
hsp27pathway,pathway_3843,14,8,"MAPKAPK2,BCL2,CASP3,CASP9,MAPKAPK3,FASLG,TNF,APAF1",5.992119444850987e-08
path:hsa05142,pathway_194,102,20,"TLR2,TGFB2,AKT3,TGFB3,PIK3CD,AKT2,PIK3CB,TLR4,CCL2,TGFBR1,ACE,TLR9,IL6,PIK3CA,FASLG,CASP8,GNAS,TGFB1,TNF,AKT1",6.056057145259173e-08
p53downstreampathway,pathway_3566,142,24,"CDKN1A,TP73,PML,HGF,TP53,FOXA1,MMP2,TGFA,BCL6,APAF1,CASP6,HIC1,DUSP1,BCL2,ATF3,BTG2,TP63,MET,CASP10,PTEN,LIF,RCHY1,BAX,SP1",6.087799075563975e-08
WP231,pathway_1137,93,19,"TBK1,CASP7,MAP3K1,TAB3,RFK,MADD,CCL2,APAF1,CASP9,IL6,CASP8,NSMAF,CASP3,BAX,TAB2,SOS1,TNF,AKT1,TAB1",6.47490471674337e-08
WP558,pathway_1619,59,15,"F2R,F7,F5,F3,F12,F9,F10,F2,PLAU,PROS1,CD46,F8,PLAT,TFPI,PROC",7.384806957976495e-08
WP1403,pathway_1061,68,16,"TP53,RPTOR,CDKN1A,INSR,PIK3CD,AKT2,PIK3CG,SLC2A4RG,PIK3CB,PIK3CA,PPARGC1B,FASN,AKT1,MTOR,LEP,LEPR",8.858422207635751e-08
WP4685,pathway_1493,68,16,"AKT3,PTEN,TP53,CDKN1A,CCND1,BRAF,PIK3CD,AKT2,BAX,CDH1,PIK3CB,PIK3CA,SOS1,AKT1,MITF,POLK",8.858422207635751e-08
R-HSA-109606,pathway_3292,52,14,"AKT3,TP53,BCL2,CASP3,AKT1,TP73,CASP9,AKT2,BAX,CASP7,BCL2L11,APAF1,TP63,CASP8",9.176275008063312e-08
WP129,pathway_1055,31,11,"MMP27,MMP10,MMP1,MMP20,MMP8,MMP2,TCF20,TNF,MMP3,MMP26,MMP16",9.535015916139186e-08
R-HSA-5663202,pathway_2536,274,35,"NR4A1,STAT1,CDKN1A,HGF,FGF3,AKT3,EPGN,STAT3,BRAF,TGFA,PIK3CD,AKT2,LSR,MAPKAP1,PIK3CB,FOXO1,MRAS,EGF,IRS2,CASP9,RICTOR,MLST8,KITLG,PSEN1,PIK3CA,ERLEC1,BCL2L11,MTOR,MET,OS9,ERLIN2,CUX1,SOS1,AKT1,STAT5A",1.1061501463528329e-07
path:hsa05135,pathway_44,136,23,"NFATC1,NLRP3,TBK1,AKT3,PIK3CD,AKT2,PIK3CB,CD4,TLR4,LAT,CCL2,NFATC3,IL6,PIK3CA,IRF3,ACTG1,NFATC2,ACTB,TAB2,TNF,AKT1,TAB1,LCP2",1.1293189446944642e-07
R-HSA-109581,pathway_4293,127,22,"TP73,CDH1,CASP7,AKT3,TP53,MAPT,AKT2,TNFSF10,TLR4,APAF1,CASP6,BCL2,CASP9,FASLG,BCL2L11,TP63,CASP8,CASP3,OMA1,BAX,ACIN1,AKT1",1.369905486613298e-07
WP2431,pathway_1155,117,21,"NR4A1,TNFSF13,PTPRZ1,SLIT2,TP53,IL4,TNFSF13B,TLR4,CCL2,SLIT1,BDNF,MIF,BTG2,IL6,CASP3,CCND1,SLIT3,TGFB1,TNF,SOX9,LEP",1.4052271986367273e-07
R-HSA-449147,pathway_3432,240,32,"TXLNA,STAT1,MAPKAPK3,DUSP7,CRLF1,PTPRZ1,HGF,TAB3,MAPKAPK2,STAT4,STAT3,IL4,PIK3CD,DUSP4,PIK3CB,CD4,EBI3,IL6ST,IL6,PIK3CA,TOLLIP,LIF,CASP3,PELI1,CSF2,TAB2,SOS1,CLCF1,TEC,TAB1,STAT5A,BLNK",1.4321035899231977e-07
il27pathway,pathway_3392,26,10,"STAT1,EBI3,STAT4,STAT3,IL6ST,STAT2,IL6,TGFB1,TNF,STAT5A",1.52005888546404e-07
path:hsa05226,pathway_112,149,24,"CDKN1A,CDH1,HGF,FGF3,TGFB2,AKT3,TP53,TGFB3,BRAF,PIK3CD,AKT2,PIK3CB,TGFBR1,POLK,BCL2,EGF,PIK3CA,MTOR,MET,CCND1,BAX,SOS1,TGFB1,AKT1",1.5575886798323177e-07
WP3644,pathway_1269,16,8,"SIRT2,SIRT6,SIRT4,SIRT5,SIRT1,SIRT3,PARP1,SIRT7",2.3574863131325217e-07
,pathway_3611,270,34,"GDF7,TXLNA,HGF,FGF3,TGFB2,NODAL,GH1,CD40LG,TGFB3,PRKAR1A,IL4,TGFA,GAL,TNFSF10,IGF1,BDNF,GDF11,VEGFC,EGF,IL6,KITLG,LTA,INS,FASLG,IFNA1,LIF,GNAS,CSF2,GDF6,NGF,DBI,TGFB1,TNF,LEP",2.361440307474387e-07
R-HSA-140834,pathway_2733,5,5,"F3,F9,F10,TFPI,F7",2.4294816253084454e-07
WP688,pathway_1632,5,5,"FMO3,FMO5,FMO4,FMO1,FMO2",2.4294816253084454e-07
ceramide_pathway,pathway_4306,48,13,"IGF1,BCL2,EGF,PAWR,SMPD1,BAX,MADD,AIFM1,TNF,AKT1,MAP3K1,CASP8,NSMAF",2.4502707520964605e-07
WP3646,pathway_1271,56,14,"TP53,MMP1,CASP3,CDKN1A,STAT3,CASP9,CCND1,TGFB1,IL6,CASP7,TGFBR1,FASLG,SOS1,AKT1",2.519970493895094e-07
R-HSA-5357801,pathway_3681,142,23,"TP73,CDH1,CASP7,AKT3,TP53,MAPT,AKT2,TNFSF10,TLR4,APAF1,CASP6,BCL2,CASP9,FASLG,BCL2L11,TP63,CASP8,CASP3,PELI1,OMA1,BAX,ACIN1,AKT1",2.5362995436933974e-07
Pathway_TNFalpha,pathway_3076,234,31,"TXLNA,TBKBP1,TAB1,STAT1,FANCD2,CDK9,PML,CASP2,TBK1,CASP7,MAP3K1,TAB3,MAPKAPK2,ROMO1,AKT2,FOXO1,BCL3,NCF1,PDCD2,ACTL6A,CASP8,NSMAF,CASP3,GTF2I,TAB2,SOS1,TNF,AKT1,RFK,STAT5A,CASP10",2.5851867509102764e-07
,pathway_4529,272,34,"GDF7,TXLNA,HGF,FGF3,TGFB2,NODAL,GH1,CD40LG,TGFB3,IL4,TGFA,BRAF,GAL,TNFSF10,IGF1,BDNF,GDF11,VEGFC,EGF,IL6,KITLG,LTA,INS,FASLG,IFNA1,LIF,GNAS,CSF2,GDF6,NGF,DBI,TGFB1,TNF,LEP",2.8164547508086844e-07
WP1772,pathway_1090,92,18,"TOLLIP,TP53,BCL2,CASP3,CASP4,CASP9,BAX,CASP2,MADD,TNFSF10,AIFM1,CASP7,FASLG,APAF1,CASP6,CASP8,BCL2L11,CASP10",2.848922111260954e-07
WP673,pathway_1630,92,18,"AKT3,TP53,CDKN1A,EGF,CCND1,FOXO1,TGFA,PIK3CD,AKT2,BRAF,PIK3CB,PIK3CA,SOS1,BCL2L11,AKT1,MTOR,STAT5A,ABL2",2.848922111260954e-07
,pathway_4531,285,35,"GDF7,TXLNA,HGF,FGF3,TGFB2,NODAL,GH1,CD40LG,TGFB3,PRKAR1A,IL4,TGFA,BRAF,GAL,TNFSF10,IGF1,BDNF,GDF11,VEGFC,EGF,IL6,KITLG,LTA,INS,FASLG,IFNA1,LIF,GNAS,CSF2,GDF6,NGF,DBI,TGFB1,TNF,LEP",2.9069461736362736e-07
R-HSA-6803207,pathway_3286,12,7,"TP53,TP73,CASP2,CASP6,APAF1,TP63,CASP10",3.497714270690506e-07
,pathway_4557,262,33,"GDF7,TXLNA,HGF,FGF3,TGFB2,NODAL,GH1,CD40LG,TGFB3,IL4,TGFA,GAL,TNFSF10,IGF1,BDNF,GDF11,VEGFC,EGF,IL6,KITLG,LTA,INS,FASLG,IFNA1,LIF,GNAS,CSF2,GDF6,NGF,DBI,TGFB1,TNF,LEP",3.522259301606004e-07
,pathway_4487,262,33,"GDF7,TXLNA,HGF,FGF3,TGFB2,NODAL,GH1,CD40LG,TGFB3,IL4,TGFA,GAL,TNFSF10,IGF1,BDNF,GDF11,VEGFC,EGF,IL6,KITLG,LTA,INS,FASLG,IFNA1,LIF,GNAS,CSF2,GDF6,NGF,DBI,TGFB1,TNF,LEP",3.522259301606004e-07
path:hsa05152,pathway_229,179,26,"STAT1,TLR2,HLA-DRB5,RFX5,TGFB2,AKT3,TGFB3,AKT2,TLR4,APAF1,HLA-DRB1,CAMP,BCL2,CASP9,TLR9,IL6,TLR1,HSPD1,CASP8,IFNA1,CASP3,BAX,TGFB1,TNF,AKT1,CASP10",3.939748070913769e-07
faspathway,pathway_3484,35,11,"FAIM2,CASP3,SMPD1,PIK3CB,PIK3CA,FASLG,AKT1,BTK,MAP3K1,CASP8,CASP10",3.942103458666888e-07
WP1544,pathway_1081,104,19,"CISH,CDK9,STAT3,PIK3CD,AKT2,PIK3CB,IGF1,EGF,IL6ST,PIK3CG,PIK3CA,MTOR,LIF,IGF1R,NFATC4,TGFB1,TNF,AKT1,TAB1",4.121939810677422e-07
R-HSA-5668541,pathway_3692,50,13,"TNFSF12,CD40LG,TNFSF9,TNFSF18,TNFRSF17,TNFSF15,TNFSF13B,TNFSF11,TNFSF13,TNFSF8,LTA,FASLG,TNF",4.1246494282802977e-07
path:hsa05224,pathway_119,147,23,"CDKN1A,TNFSF11,FGF3,AKT3,TP53,BRAF,PIK3CD,AKT2,PIK3CB,POLK,IGF1,EGF,BRCA2,PIK3CA,PGR,MTOR,PTEN,IGF1R,CCND1,BAX,SOS1,AKT1,SP1",4.795543259329757e-07
R-HSA-5669034,pathway_2469,29,10,"TNFSF9,TNFSF18,TNFRSF17,TNFSF13B,TNFSF15,TNFSF13,TNFSF11,TNFSF8,LTA,FASLG",5.029719168291455e-07
WP15,pathway_1074,86,17,"CCL2,FLAD1,TNF,F7,SAA4,INSR,LDLR,CAT,SAA1,IL6,XDH,INS,SERPINA3,PLAT,SAA2,RFK,F2",5.205516516815271e-07
WP1533,pathway_1078,51,13,"F7,SAA4,TNF,INSR,LDLR,SAA1,IL6,PLAT,SERPINA3,CCL2,SAA2,INS,F2",5.295858004956715e-07
path:hsa04910,pathway_284,137,22,"SOCS4,AKT3,PRKAR1A,BRAF,PIK3CD,AKT2,PIK3CB,IRS4,FOXO1,INSR,IRS2,MKNK1,PIK3CA,INS,PPARGC1A,MTOR,MKNK2,RPTOR,PYGM,SOS1,FASN,AKT1",5.357866429947832e-07
WP3303,pathway_1240,68,15,"TP53,ANGPT2,STAT3,CASP9,ANGPTL1,MMP2,BAX,ANGPT1,ANGPT4,CASP7,PIK3CA,SOS1,AKT1,STAT5A,FOXO1",5.49422457444776e-07
,pathway_3635,78,16,"AKT3,PTEN,RPTOR,INSR,IRS2,MLST8,PIK3CD,AKT2,PIK3CB,IRS4,PIK3CA,SOS1,INS,AKT1,MTOR,FOXO1",6.625043627180524e-07
path:hsa04014,pathway_114,232,30,"RRAS,ANGPT1,TBK1,HGF,FGF3,AKT3,TGFA,PIK3CD,AKT2,PIK3CB,LAT,PGF,IGF1,BDNF,VEGFC,MRAS,EGF,INSR,ANGPT4,KITLG,PIK3CA,INS,FASLG,MET,ANGPT2,IGF1R,NGF,SOS1,AKT1,ABL2",6.782727983500881e-07
plk3pathway,pathway_4560,18,8,"TP53,CASP3,CASP9,BAX,CASP7,TREX1,APAF1,CASP6",7.358921734886475e-07
fra_pathway,pathway_3513,37,11,"NFATC2,LIF,MMP1,CCND1,NFATC1,MMP2,PLAU,IL6,SP1,CCL2,NFATC3",7.400219376473673e-07
path:hsa04931,pathway_66,108,19,"AKT3,STAT3,PIK3CD,AKT2,PIK3CB,FOXO1,INSR,IRS2,MLXIP,IL6,PIK3CA,INS,PPARGC1A,MTOR,PTEN,PYGM,PPARGC1B,TNF,AKT1",7.555274327416198e-07
WP4540,pathway_1462,98,18,"IGF1R,CDH5,MTOR,CDH3,INSR,PRKAR1A,CDH4,CDH13,CDH20,GNAS,CDH1,CDH2,CDH24,CDH9,CDH6,MET,MST1,CDH7",7.61948702342868e-07
WP2865,pathway_1201,24,9,"F2R,TLR2,PLA2G7,S100A9,PIK3CA,TLR1,CCL2,F2,NLRP3",8.330330097138059e-07
,pathway_1975,186,26,"STAT1,MAPKAPK3,CDK9,BTK,MAP3K1,AKT3,MAPKAPK2,STAT3,PRKAR1A,MAPKAPK5,BRAF,PIK3CD,AKT2,PIK3CB,TGFBR1,INSR,MKNK1,AMHR2,PIK3CA,MTOR,MET,CDC7,IGF1R,TEC,AKT1,STAT5A",8.379096627060161e-07
WP4191,pathway_1377,9,6,"IGF1,TP53,PPARGC1A,SIRT1,AKT1,MTOR",8.544306380083178e-07
hivnefpathway,pathway_4067,53,13,"BCL2,CASP3,TNF,CASP9,CASP2,PSEN1,CASP7,PARP1,FASLG,APAF1,CASP6,MAP3K1,CASP8",8.563096661722091e-07
,pathway_2229,274,33,"GDF7,TXLNA,HGF,FGF3,TGFB2,NODAL,GH1,CD40LG,TGFB3,IL4,TGFA,BRAF,GAL,TNFSF10,IGF1,BDNF,GDF11,VEGFC,EGF,IL6,KITLG,LTA,INS,FASLG,IFNA1,LIF,CSF2,GDF6,NGF,DBI,TGFB1,TNF,LEP",9.827520878285952e-07
tcptp_pathway,pathway_3441,38,11,"STAT1,INSR,STAT3,EGF,PIK3CB,PIK3CA,INS,SOS1,MET,STAT5A,HGF",9.96865961465985e-07
WP3858,pathway_1300,31,10,"TOLLIP,TLR3,TLR7,TLR2,TLR9,TLR8,TBK1,TLR1,TLR4,IRF3",1.0208755735047173e-06
R-HSA-418990,pathway_4151,31,10,"CDH5,CDH3,CDH4,CDH13,CDH1,CDH2,CDH24,CDH6,CDH9,CDH7",1.0208755735047173e-06
path:hsa05163,pathway_317,225,29,"CDKN1A,NFATC1,TBK1,AKT3,TP53,STAT3,PIK3CD,AKT2,PIK3CB,CCL2,NFATC3,CASP9,IL6,PIK3CA,FASLG,MTOR,IRF3,CASP8,IFNA1,NFATC2,CASP3,CCND1,NFATC4,BAX,GNAS,SOS1,TNF,AKT1,SP1",1.1088352229014044e-06
WP4262,pathway_1399,154,23,"CDKN1A,TNFSF11,FGF3,AKT3,TP53,BRAF,PIK3CD,AKT2,POLK,IGF1,EGF,BRCA2,PIK3CA,PGR,MTOR,PTEN,IGF1R,CCND1,BAX,SOS1,PARP1,AKT1,SP1",1.1106042666582145e-06
R-HSA-982772,pathway_3595,19,8,"CISH,STAT1,GH1,GHR,STAT3,IRS2,STAT5A,GH2",1.2179614975930048e-06
WP4483,pathway_1438,25,9,"AKT3,MMP1,BRAF,PIK3CD,AKT2,PIK3CG,PIK3CB,PIK3CA,AKT1",1.2466518413138716e-06
WP4564,pathway_1474,39,11,"AKT3,BDNF,MMP8,STAT3,MMP2,PIK3CD,AKT2,PIK3CG,PIK3CB,PIK3CA,AKT1",1.3289910825449828e-06
path:hsa05323,pathway_266,92,17,"CCL2,TGFB3,MMP1,TLR2,HLA-DRB5,TNFSF13B,ANGPT1,IL6,CSF2,TNFSF11,TNFSF13,TLR4,TGFB1,TNF,MMP3,HLA-DRB1,TGFB2",1.4085432375536825e-06
WP2203,pathway_1123,47,12,"CISH,STAT1,STAT4,STAT3,IL6,PIK3CA,TEC,TSLP,MTOR,BTK,STAT5A,AKT1",1.4221768502203482e-06
WP2261,pathway_1126,83,16,"AKT3,PTEN,TP53,IGF1R,CDKN1A,CCND1,BRAF,PIK3CD,AKT2,PIK3CG,BRCA2,PIK3CB,PIK3CA,AKT1,MET,FOXO1",1.5926533577607003e-06
path:hsa05321,pathway_103,65,14,"TGFB3,STAT1,STAT4,TLR2,STAT3,NFATC1,IL4,HLA-DRB5,IL6,TLR4,TGFB1,TNF,HLA-DRB1,TGFB2",1.7747472504336845e-06
WP2374,pathway_1150,65,14,"TP53,STAT1,MMP1,CASP3,STAT3,LDLR,IL6ST,RICTOR,CASP7,SOS1,CCL2,MMP3,MTOR,AKT1",1.7747472504336845e-06
R-HSA-1257604,pathway_4380,218,28,"NR4A1,CDKN1A,HGF,FGF3,AKT3,EPGN,TP53,TGFA,PIK3CD,AKT2,MAPKAP1,PIK3CB,FOXO1,EGF,IRS2,CASP9,INSR,RICTOR,MLST8,KITLG,PIK3CA,INS,MTOR,MET,PTEN,RPTOR,PPARG,AKT1",1.812282764369913e-06
